content,summary
妊娠期高血压疾病是什么？,\n1.简介：\n妊娠期高血压疾病是指妊娠的同时有高血压，妊娠和高血压并存的状态。\n妊娠期高血压疾病多在怀孕 20 周以后出现高血压，对孕产妇和胎儿的危害很大，是孕产妇和新生儿死亡率的一个重要原因。\n治疗的基本原则是保证休息、缓解紧张情绪、稳定血压、监护孕妇和胎儿的情况、在合适的时机终止妊娠。\n2.症状：\n体重异常增加：是多数患者的首发症状，体重增加幅度突然超过 0.9 公斤/周时需引起重视。\n出现水肿：特点是自踝部逐渐向上延伸，按之凹陷，休息后不缓解。\n此外，出现头痛、眼花、胸闷等，也是妊娠期高血压疾病的特点之一，均需及时就医。\n3.病因：\n怀孕时血压过高，血管虽然有弹性，但压力过高也无法承受，打个比方，像胀得发硬、颤抖的橡皮水管（脑血管痉挛），「漏水了」，在脑子里产生的结果就是造成脑水肿。\n这时大脑的功能出现损害，神经受到严重刺激，于是神志不清、全身肌肉发生抽搐，这就是子痫的发生过程。\n4.诊断：\n需要做以下常规检查：血压、血常规、尿常规、肝肾功能、血脂、尿酸、凝血功能、心电图、胎心监测、B 超等。\n如果病情进展，应酌情检查：眼底、电解质、动脉血气、心脏彩超和心功能测定，胎心监护、胎儿生物物理评分等监测胎儿的情况。\n5.治疗：\n治疗需要根据病情轻重和个体差异，制定个体化的治疗方案，选择在家或住院治疗。\n基本原则是保证休息、缓解情绪紧张，有指征地降压，密切监护孕妇和胎儿的情况，选择合适时机终止妊娠。\n6.生活：\n要保证良好的休息，睡眠时间充足，每天不少于 10 小时，左侧卧可以减轻怀孕增大的子宫对血管的压迫，改善心脏的血液供应，不建议绝对卧床休息。保持愉快的心情。\n7.预防：\n怀孕前进行咨询和体检，掌握孕期卫生的常识，怀孕后定期产前检查，合理饮食和休息，保证足够的营养，身体出现异常及时告知医生。\n8.就诊：\n中国医学科学院阜外医院\n北京市西城区北礼士路167号\n三级甲等\n复旦大学附属中山医院\n上海市枫林路180号\n三级甲等\n首都医科大学附属北京安贞医院\n北京市朝阳区安贞路2号\n三级甲等\n浙江大学医学院附属第二医院\n解放路院区： 浙江杭州市解放路88号 (310009) 滨江院区： 浙江省杭州市滨江区江虹路1511号 (310052) 江干院区： 浙江省杭州市江干区源聚路300号（310000） 校医院院区： 杭州市西湖区余杭塘路866号浙江大学紫金港校区内（310058）\n三级甲等\n
妊娠期高血压疾病和一般所说的高血压一样吗？,\n妊娠期高血压虽然也是以血压增高为主要表现的，但它只发生在女性的孕期，规范治疗后症状多在产后 6 周消失，属于妊娠期特有的疾病。\n但如果孕妇原本就有慢性高血压病史，只是在怀孕后才发现，则产后血压是不会恢复正常的，需要继续治疗。
妊娠期高血压疾病对胎儿的危害是什么？,\n由于母体不能提供足够的血液供应，胎盘接受到的灌注量也随之下降，胎盘功能不良会影响胎儿的生长发育，出现胎儿生长受限、胎儿宫内窘迫等后果，如果胎盘血管破裂可能造成胎盘早剥，导致胎儿死亡。
妊娠期高血压疾病容易发生在哪些人身上？,\n容易患妊娠期高血压疾病的人群包括：\n第一次怀孕；\n年龄小于 18 岁或大于 40 岁；\n肥胖、营养不良、多胎；\n既往发生过妊娠期高血压疾病或有家族史；\n高血压、慢性肾炎、糖尿病、抗磷脂抗体综合征等慢性疾病患者。\n上述人群发病风险都比正常女性要高。
妊娠期高血压疾病会遗传吗？,\n有一定的家族遗传倾向，患子痫前期的母亲其女儿子痫前期发病率为 20%～40%；患子痫前期的女性其亲姐妹子痫前期发病率为 11%～37%。
妊娠期高血压患者病情严重但是妊娠还不足月的，能让宝宝提前出来吗？,\n如病情严重，不旦会危及母体的健康和生命，胎儿在宫内也无法得到足够的营养供应，继续妊娠会造成母亲和胎儿双方面的危险。所以即使不足月，也需要及时终止妊娠，将危害降至最低。
妊娠期高血压患者哪些情况下需要终止妊娠？,\n妊娠期高血压、病情未达重度的子痫前期孕妇：可行期待治疗，等待至孕 37 周以后终止妊娠。\n重度子痫前期孕妇：\n妊娠不足 26 周，经治疗后仍病情危重者，建议终止妊娠；\n孕 26 周至不满 28 周者，根据母亲和胎儿情况及当地医院的医疗能力，决定是否可以行期待治疗；\n孕 28 周～34 周者，如病情不稳定，经积极治疗病情仍加重，应终止妊娠；如病情稳定，可以考虑期待治疗，并建议转至具备早产儿救治能力的医疗机构；\n超过孕 34 周者，可考虑终止妊娠。\n子痫患者：发作控制 2 小时后，考虑终止妊娠。
妊娠期高血压患者休息不好可以吃安眠药吗？,\n高度紧张、焦虑或者睡眠不好的患者，可以在医生的指导下酌情服用镇静剂如安定，可以减轻精神症状，改善睡眠。
妊娠期高血压患者休息不好可以吃安眠药吗？,\n高度紧张、焦虑或者睡眠不好的患者，可以在医生的指导下酌情服用镇静剂如安定，可以减轻精神症状，改善睡眠。
妊娠期高血压疾病患者再次怀孕要注意什么？,\n如上次怀孕发生过妊娠期高血压，再次怀孕前需要进行详细的身体检查，避免高危因素。\n如有基础疾病，先控制病情，产前进行专科咨询，确定身体状况可以妊娠才能再次怀孕。
湿疹的表现在婴幼儿和成年人中是一样的吗？,\n不完全一样。\n在不同年龄段的人群中，湿疹的类型和各类的占比会有较大差别。婴幼儿的湿疹多为特应性皮炎，而成年人的湿疹有多种多样，如手湿疹、汗疱疹、乳房湿疹、乏脂性湿疹、钱币状湿疹等。
湿疹会传染吗？,\n湿疹不传染。\n可以正常和其他人接触，更不需要进行隔离。
湿疹会遗传吗？,\n个别湿疹和遗传有关，例如特应性皮炎。\n但这不代表父母有特应性皮炎时子女一定会有，只是说，父母有特应性皮炎或者相关疾病（过敏性鼻炎、哮喘）的话，孩子出现特应性皮炎的风险会高于其他普通人群。
湿疹需要查过敏原吗？,\n基本不需要查过敏原。湿疹一般不是过敏原引起来的，这个检查也只能覆盖很小一部分的过敏原。\n怀疑湿疹的时候，更重要的是回顾患病的情况，根据实际情况分析可能的原因。过敏原检查项目对诊断湿疹的帮助有限，并没有很好的参考价值。但如果病情需要，可酌情考虑过敏原检查，寻找可疑的致敏物质。
湿疹和癣有什么区别？,\n湿疹没有传染性，不是真菌感染引起的，一般不需要做检查就可以诊断，治疗主要为药物治疗，药物多为外用糖皮质激素。\n癣是真菌感染皮肤、头发或者指甲引起来的真菌病（皮肤癣菌病），确诊需要有经验的医生进行判断，很多时候还需要做真菌检查协助诊断。治疗主要依靠抗真菌药物，同时有必要做好防护，避免自身不同部位间传染或者传染给他人。
湿疹能自己好吗？,\n短期出现的湿疹有可能会自己好，例如轻微的接触性皮炎、汗疱疹。\n慢性湿疹则很难自愈，例如手部湿疹、淤积性皮炎。有的湿疹会好了又复发，常难以彻底痊愈，例如特应性皮炎、乏脂性湿疹。
湿疹能彻底治愈吗？,\n总体来说，湿疹对治疗反应比较好，基本可以控制，尤其是短期出现的湿疹，可以做到控制甚至根治。\n不过，如果是慢性、反复的湿疹，则很难保证根治，只能尽量控制、减少复发，保证正常的生活质量。
湿疹部位能碰水吗？,\n如果湿疹表现为小水泡、糜烂、渗水明显，应尽量避免碰水，以免造成皮肤感染。其余湿疹湿疹的表现形式可适当接触水。\n自来水等日常用水其实并不脏，甚至有清洁皮肤表面汗水、细菌、渗水、皮屑等作用，对湿疹有好处。\n不过需要注意的是，接触水分后注意冲洗干净并擦干。如需长时间接触水分，则擦干后最好及时补涂保湿霜。
湿疹患者能晒太阳吗？,\n可以。\n阳光不加重也不改善湿疹，患者可以正常晒太阳。不过考虑到直晒太阳的时候风险比获益大（容易晒黑、晒伤），还是更推荐在晒太阳时做好防晒。
痤疮是什么病？,\n1.简介：\n痤疮俗称痘痘、青春痘，是毛孔堵塞、痤疮丙酸杆菌大量滋生等因素引起的毛囊皮脂腺单位的慢性炎症性皮肤病，在这个过程中，雄激素也有发挥作用。\n痤疮多发于面部、颈部、前胸、后背等皮脂腺丰富的部位，最常见的就是面部。痤疮有黑头粉刺、白头粉刺、丘疹、脓疱、结节、囊肿、瘢痕等多种表现，后期还可能形成色素沉着和疤痕，有时俗称痘印和痘坑。\n大多数痤疮会在青春期以后获得改善，但也有小部分群体会持续更长时间。痤疮普遍会影响美观和自信，给患者带来负面情绪，严重影响生活质量。所以，规范、综合的治疗十分重要。\n痤疮的治疗需要多管齐下，包括改善生活方式、外用药物、口服药物甚至物理化学治疗等。一定要到正规的医疗机构接受治疗。\n此外，痤疮患者可能因为患病而感到羞愧、自责，出现很多负面情绪。此时更需要家人和朋友的理解与关爱来帮助他们坚持合理治疗，走出心理困境。\n2.症状：\n非炎性皮损（粉刺）：\n开放性粉刺： 也叫黑头、黑头粉刺，针头大小，中央为扩张的毛孔，毛孔中有黑色的脂质栓。\n闭合性粉刺： 也叫白头、 白头粉刺、 闭口， 为针头大小的、白色或淡红色皮疹。\n炎性皮损：\n丘疹： 由粉刺进一步发展而来的炎性丘疹，一般会发红和疼痛。\n脓疱： 红色皮损，顶端可有白色脓点，一般会有疼痛。\n结节和囊肿： 为皮肤下实心或空心的炎性病变（疙瘩），直径 ＞5 mm。\n瘢痕形成：也等同于疤痕，是痤疮真皮层炎症的结果，据估计 3% ~ 7% 的寻常痤疮患者可能留有不同程度的瘢痕。 瘢痕最常发生在严重的结节囊肿痤疮，但也可发生在任何形式的寻常痤疮患者。 根据痤疮在愈合过程中胶原过量沉积还是胶原减少，分为增生性瘢痕和萎缩性瘢痕。\n色素沉着：俗称痘印，指痤疮皮损消退后遗留的暗褐色斑片。\n炎症后红斑：痤疮炎症后红斑也是一种后遗症，表现为痤疮后期持续的发红，有部分可以随着时间消退。\n3.病因：\n遗传： 一些研究支持，遗传因素会导致某些人较容易发生痤疮。近亲中有痤疮患者的个体发生痤疮的风险增加，即所谓的「遗传易感性」，有多种候选基因可能与痤疮相关。\n激素（俗称荷尔蒙）：体内激素的活性发生变化可能有助于痤疮形成，多种激素与痤疮相关，包括睾酮、双氢睾酮（DHT）和硫酸脱氢表雄酮、胰岛素样生长因子（IGF-I）和生长激素，比如青春期雄激素增加，引起皮脂腺腺体肥大并分泌皮脂，就容易发生痤疮。\n感染： 痤疮的发生与痤疮丙酸杆菌密切相关。痤疮丙酸杆菌本是皮肤上的正常菌群，与皮肤相安无事；但粉刺形成后，局部环境改变，导致其大量增殖，就会使痤疮加重或反复。\n生活方式： 不健康的生活方式（如经常熬夜、经常吃辛辣刺激的食物）可能会诱发或加重痤疮。\n吸烟： 吸烟会增加得痤疮的风险。\n饮食： 高糖饮食与痤疮加重有一定关联；牛奶摄入与痤疮发生或加重可能有关，特别是低脂和脱脂奶，但这方面的研究证据还较弱。\n肥胖： 痤疮与肥胖相关，肥胖会导致皮脂腺分泌增多，游离脂肪酸刺激角质角化，不能及时代谢更新，在毛孔内堵塞住了分泌的皮脂，从而引发痤疮。\n应激因素： 如精神因素：紧张、压力过大等，可能引起或者加重痤疮，不过这些精神因素与痤疮的准确关系还有争议。\n4.诊断：\n医生通过询问病史、观察皮疹的形态，就可以诊断寻常痤疮，一般不需要做特殊检查。\n5.治疗：\n痤疮的治疗目的是抑制毛囊的过度角化、减少皮脂分泌、抑制细菌增殖、抗炎等，如有雄激素分泌过多，还需要抗雄激素治疗。具体治疗措施包括：\n调整生活方式： 改变不良的饮食和生活习惯，学会正确地清洁和护理皮肤，详见下文的「生活」。\n药物治疗： 包括外用药物和口服药物治疗。\n物理与化学治疗： 包括激光与光子治疗、化学剥脱治疗等。常用作痤疮的辅助治疗或替代治疗，也可以用于处理痤疮的后遗症，比如瘢痕。\n心理辅导： 对于有明显焦虑、抑郁等心理问题的痤疮患者，需配合必要的心理辅导。\n6.生活：\n避免阳光暴晒，控制体重，规律作息，避免熬夜。\n日常保持良好的心态和愉悦的心情，避免紧张、焦虑等情绪，有助于预防情绪因素诱发的痤疮。\n正确进行面部皮肤清洁、保湿；宜用温水及接近皮肤 pH 值（5.5 ~ 6.5 之间）的清洁剂清洗颜面（买洗面奶之前查看外包装的 pH 值），以减少油脂附着于面部堵塞毛孔；避免使用油性化妆品，谨慎使用粉底、隔离、彩妆等化妆品。\n不要自行用手挤痘痘，避免过度清洗皮肤（如洗脸水温度过高，频繁洗脸等）。\n痤疮是慢性过程，应该定期找主治医生随诊。及时根据自身情况调整治疗方案。\n7.预防：\n寻常痤疮目前还没有有效的方法能够预防。但是养成良好的生活习惯，尽量避免诱发刺激因素，对预防本病的发生有一定帮助。\n养成良好的生活习惯，作息规律，不熬夜，工作、学习中注意劳逸结合。积极参加体育锻炼，增强体质。有助于提高对疾病的抵抗力。\n日常保持良好的心态和愉悦的心情，避免紧张、焦虑等情绪。\n注意个人卫生，尤其是面部容易出油的人群，勤洗脸洗澡、换洗衣服，特别是要保持贴身衣物的清洁。\n少食糖果甜食、多脂及辛辣刺激食物，避免饮酒，宜多饮水，避免大便秘结，多吃新鲜蔬菜与水果，不吃引起痤疮的药物。\n8.就诊：\n皮肤科\n复旦大学附属华山医院\n上海市乌鲁木齐中路12号、华山路433号、吴中东路518号、浦东新区红枫路525号、闵行区金光路958号、江苏路796号、宝山区陆翔路108号、同望路55号\n三级甲等\n中国医学科学院皮肤病医院\n江苏省南京市蒋王庙街12号\n三级甲等\n空军军医大学西京医院\n陕西省西安市新城区长乐西路127号\n三级甲等\n中南大学湘雅医院\n长沙市湘雅路87号\n三级甲等
痘痘长在鼻子上不能挤，是真的吗？,\n准确来说，是不能自己用手挤。\n其实各个地方的痤疮都不能自己用手挤，鼻子上的尤其不能。\n以鼻根和两侧嘴角为顶点，围成的三角区又叫「危险三角」。由于此处的静脉没有静脉瓣（血液容易反流），且与颅内相通，挤压时，细菌可能因受压向下破入血管，然后从颜面部的浅静脉进入颅内血管。万一造成颅内感染，可能会危及生命。\n所以鼻子上的痤疮不能随便挤。
痤疮患者在饮食上要注意什么？,\n少喝或者不喝低脂奶和脱脂奶，尤其是喝奶后明确会引起或加重痤疮的人群。如果想喝牛奶，建议考虑无糖酸奶。一定要喝纯牛奶的话，可以考虑全脂牛奶。\n少吃牛羊肉，红肉类食物不仅会升高炎症反应，加剧痘痘的发展，而且不利于降低雄激素水平。\n患者应当避免辛辣刺激类食物，如辣椒、烧烤等，少吃甜食和油炸食品，以免加重病情。\n多吃绿叶菜和其他蔬菜（如青菜、芹菜、菠菜等），这些食物含有多种抗氧化物质能够降低炎症的反应，抗氧化作用还可以延缓衰老，并且含有较多的粗纤维，能够促进排便，帮助身体内毒素的排出。\n可适量补充维生素 A（香蕉、番薯等）、维生素 B1（猪肉、燕麦等）、维生素B6（卷心菜、鸡蛋等）、含有锌的食物（鱼肉、猪肝等）。维生素 A 可以有效的防止毛囊角化，促进上皮细胞增生，在一定程度上调节汗腺的分泌，从而促进粉刺的消除；而维生素 B 主要参与机体类多种物质的氧化和代谢，也能够帮助提高治疗效果。
痤疮后瘢痕形成，如何治疗？,\n瘢痕形成有萎缩性瘢痕、增生性瘢痕之分，治疗方式分别如下：\n萎缩性瘢痕：激光磨削是治疗痤疮萎缩性瘢痕的金标准。然而亚洲人由于肤色较深，整体磨削后会形成长时间的严重的色素沉着。随着点阵激光的问世，这一难题迎刃而解。点阵激光通过刺激真皮深层细胞，促进皮肤的新生，修复原来的萎缩性瘢痕。\n增生性瘢痕：对于增生性疤痕，通过局部注射糖皮质激素可使皮损扁平、变软，但可能出现毛细血管扩张，不过这个问题可以通过 595 nm 激光解决。
痤疮会复发吗？,\n基本都能治好，但容易反复发作，治疗不能完全避免复发的风险。部分痤疮可能发生永久性瘢痕。
痤疮患者如何选择适合自己的治疗方案？,\n去正规医院的皮肤科就诊，由专业医生选择最适合的方案。医生在制定个性化的治疗方案时，主要参考以下几个原则：\n轻中度（Ⅰ、Ⅱ 级）痤疮以外用药治疗为主，中重度（Ⅲ、Ⅳ 级）痤疮在口服药治疗的同时辅以外用药治疗。\n外用维 A 酸类药物对粉刺和炎性痤疮都有效，是大多数初治患者的首选药物。\n对于仅有粉刺型痤疮的轻度（Ⅰ 级）患者，单独外用维 A 酸类药物即可取得不错的疗效。\n外用过氧苯甲酰或外用抗生素适合有轻度炎性痤疮患者（Ⅱ 级）；中至重度炎性痤疮患者（Ⅲ、Ⅳ 级）常需要采用口服抗生素进行更积极的治疗。\n接受口服或外用抗生素治疗的患者，推荐联合使用过氧苯甲酰或者维A酸类药物，以减少细菌耐药的风险。\n即使不存在雄激素过多的情况，口服避孕药或螺内酯也可能对有中至重度痤疮的女性患者有效。\n痤疮改善需要一定的时间，需要坚持治疗一段时间才能看出某个治疗方案是否有效。\n痤疮容易反复发作，所以痤疮改善后还应该进行维持治疗，外用维 A 酸类药物是一种很不错的维持治疗方案。
痤疮会传染吗？,\n虽然痤疮的发生和痤疮丙酸杆菌有一定的关系，但痤疮并不会传染。每个人脸上都有痤疮丙酸杆菌，它是皮肤上的正常菌群。只有痤疮丙酸杆菌生长失衡时，才会导致或加重痤疮。
痤疮会遗传吗？,\n重度痤疮的发生与遗传有关，显示出多基因遗传病的特点，有一定遗传易感性，即直系亲属中患有重度痤疮的人，本人发生痤疮的几率也有所增加。
痤疮可以由药物引起吗？,\n药物可以引起痤疮。常见的是糖皮质激素（例如地塞米松、强的松），可能会导致皮脂腺生理功能异常，而引起痤疮样皮肤损害。其他引发痤疮的药物的作用机制都不大清楚，如碘化物、溴化物等。
痤疮与月经周期有关吗？,\n部分成年女性痤疮患者的发病与月经周期有关，表现为经前发病或加剧，痤疮限于口周、额头、眉间或一侧颊部，数量少。此类患者大多月经正常。
汗疱疹是什么？,\n1.简介：\n「汗疱疹」又称「出汗不良性湿疹」「汗疱湿疹」，本质上是一种特殊的「湿疹」。主要表现是手指和 / 或脚趾边缘的米粒大小的水疱，反复发生，瘙痒明显，有时还有烧灼感。\n虽然叫「汗疱疹」，但并不非出汗引起，而是一种皮肤湿疹样反应，多每年定期反复发作。药物治疗即可缓解症状，必要时可采取光疗，未及时治疗或治疗不当，可能会引起症状加重，影响正常工作和生活。\n2.症状：\n「汗疱疹」也称「出汗不良性湿疹」，是复发性水疱性皮肤病。 发病部位常在手掌/脚掌、手指/脚指侧面或指端皮肤，典型的表现是许多米粒到绿豆大小的深在的水疱，疱周无明显的发红，\n汗疱疹的水疱有如下特点：\n水疱一般成群发生，并且左右手足对称发病。\n水疱壁厚，水疱内含有清澈的疱液，可能会伴有不同程度的瘙痒或烧灼感。\n水疱一般不会自己破裂，经过 2～3 周后会干涸脱皮，露出薄嫩的皮肤，这时可能会觉得疼痛。\n严重的时候，水疱会融合、变大。\n汗疱疹会反复发作，有时旧疱未愈新疱又起。\n3.病因：\n汗疱疹具体原因尚未完全清楚，可能与以下因素有关：\n遗传：多为散发，也有少数汗疱疹呈现家族聚集发病.\n真菌感染：真菌感染可能是汗疱疹的危险因素之一，主要是红色毛癣菌.\n接触性刺激：如镍、联苯胺等等。\n日光照射：有些患者在强烈日光照射后发病，避光后好转，可能与日光中的 UVA 有关.\n多汗症：多汗症可能是诱因之一。\n精神因素：心理压力大的患者，病情较重且患病较早。\n4.诊断：\n就医后，医生根据症状表现可以初步诊断，如果需要排除其他疾病时，可能会做一些探寻病因、诱因或用于鉴别诊断的检查，如真菌检查、毛癣菌素皮试（这两个检查同时也用于参考鉴别手足癣、癣菌疹）及过敏原检测等。\n5.治疗：\n外用药：早期可用 1% 酚炉甘石洗剂外擦，目的是干燥止痒，等到开始脱皮时，可用糖皮质激素霜剂或软膏，曲安奈德尿素软膏等。如果有局部反复脱皮、干燥疼痛，可以用 2%～5% 的水杨酸软膏、10% 尿素脂等，进行皮肤保湿。\n口服药：可以口服强的松或抗组胺药，如氯雷他定、西替利嗪，适用于瘙痒症状严重患者，可快速止痒。\n光疗： 病情较为严重者，可考虑光疗。有研究显示，光疗使用窄谱中波紫外线（NB-UVB），过滤掉对皮肤有害的不良波段紫外线，副作用小。光线可以直接作用在皮肤患处，主要集中于角质层，有效抑制炎症反应。治疗期间注意不要接触肥皂、洗衣粉、洗洁精、沐浴露等刺激局部皮肤的物品。具体是否能够光疗，建议以临床医生医嘱为准。\n6.生活：\n注意手足清洁，少接触特殊物品，尤其是有刺激性的产品，例如洗涤剂、工业试剂、合金。如果要接触，必要时戴好防护手套。\n吸烟可能与汗疱疹发病有关，建议尽量戒烟。\n汗疱疹不影响生命安全，但反复发作会给部分患者造成很大心理压力，需要调节好自身情绪，配合医生治疗，通常可治愈。\n7.预防：\n如果没有发作过汗疱疹，不需要特别预防。但建议谨慎接触镍、重铬酸钾、联苯胺等物质。此外，如果家族中有多人患有汗疱疹，建议到皮肤科咨询，必要时做相关检查。\n如果曾患有汗疱疹，要预防复发，具体方式如下：\n积极治疗原发疾病：例如积极治疗多汗症、注意卫生，定期复查，比如每年一次，日常密切观察病情变化，出现相关症状及时就医。\n避免外界刺激：避免接触金属制品及刺激性化学试剂，如必需接触，可戴手套，防止直接接触。\n避免长时间日光照射：尽量避免长时间户外工作，或采取必要防护措施，如穿戴防晒服、涂抹防晒霜等。\n养成良好的生活习惯：规律生活，注意清淡饮食，少吃油腻食物，戒烟戒酒，适当放松减压等。\n8.就诊：\n推荐科室\n皮肤科\n复旦大学附属华山医院\n上海市乌鲁木齐中路12号、华山路433号、吴中东路518号、浦东新区红枫路525号、闵行区金光路958号、江苏路796号、宝山区陆翔路108号、同望路55号\n三级甲等\n中国医学科学院皮肤病医院\n江苏省南京市蒋王庙街12号\n三级甲等\n空军军医大学西京医院\n陕西省西安市新城区长乐西路127号\n三级甲等\n中南大学湘雅医院\n长沙市湘雅路87号\n三级甲等
汗疱疹的发作和季节有关吗？,\n汗疱疹的发作和季节有一定关系。\n汗疱疹一般春末夏初开始发病，夏季最严重，天气转凉时病情变轻，冬天基本不发病。
汗疱疹会传染吗？,\n汗疱疹本质是湿疹，不是感染，因此不会传染。
汗疱疹会遗传给后代吗？,\n有一定遗传因素影响，但不是一定会发病。\n既往有汗疱疹家族聚集性发病的报道，说明遗传因素对汗疱疹发病率有一定的影响。但汗疱疹治疗后可有效缓解，不必过于担心。
汗疱疹能自己好吗？,\n轻症患者可在 2～3 周内自然缓解，但会定期反复发作，通常入冬后会自愈，但春末夏初又复发。
汗疱疹能够治愈吗？,\n可以治愈。\n汗疱疹虽然容易反复发作，但经治疗后可有效缓解，部分患者可以治愈。
汗疱疹患者需要忌口吗？,\n一般不需要忌口，汗疱疹属于特殊类型的湿疹，这类疾病饮食关系关系不大。忌口也普遍不能治疗湿疹。\n盲目忌口也会存在降低生活质量、增加营养不良的风险。建议规律饮食、均衡饮食，不要挑食、偏食。\n如果发现食用某些食物后，症状加重，建议少吃或不吃；不确定是否是出现了食物过敏等情况，还可以去医院进行过敏原检测，以排除过敏性疾病。
荨麻疹是什么病？,\n1.简介：\n荨麻疹（urticaria）是一种常见疾病，病因复杂，有部分患者和过敏有关，有部分患者找不到原因。\n荨麻疹表现为全身散在或成片的风团（皮肤表面的水肿性隆起），红色、苍白或肤色，伴有明显瘙痒。\n此病的特点是皮疹突然出现，单个皮疹持续时间数分钟至数小时，有的可长至数天消退，但此起彼伏，反复消退后再发，皮疹消退后不留痕迹。\n根据病程的长短，荨麻疹可分为急性荨麻疹和慢性荨麻疹。任何年龄段、任何时间都可发病，以傍晚最为多见。\n治疗首选抗组胺药，如氯雷他定、西替利嗪。严重病例需要在医生的指导下使用糖皮质激素（如泼尼松、地塞米松）、甚至免疫抑制剂（如环孢素、甲氨蝶呤）治疗。\n有时候荨麻疹可并发喉头水肿、支气管痉挛、过敏性休克等，造成生命危险。所以荨麻疹患者一旦出现咽喉部梗塞感、胸闷、气促、头晕、乏力等症状，需立即前往附近医院就诊。\n2.症状：\n荨麻疹最常见的症状为出疹前常先有皮肤瘙痒，随即出现风团，风团数分钟或数小时后自然消退，皮肤恢复至正常。皮疹反复发作，部分病人因皮肤剧烈瘙痒而影响睡眠。\n部分患者还会出现发热、恶心、呕吐、腹痛、腹泻、便血、咽喉部梗塞感、关节疼痛等症状，严重者可出现心慌、胸闷、头晕、乏力、四肢冰冷、面色苍白、呼吸困难，甚至昏迷等表现，并可危及生命。\n3.病因：\n荨麻疹病因复杂，约 3/4 的患者找不到病因，尤其是慢性荨麻疹。常见的可能的病因有：\n药物：青霉素、头孢及其他药物；\n食物：鱼、虾、海鲜等食物及各种食品添加剂；\n吸入物：花粉、动物皮毛、刺激性气体等吸入物；\n感染因素：细菌、病毒、寄生虫等引起的感染；\n机械刺激、冷、热、日光等物理因素；\n精神紧张、内分泌改变等；\n肿瘤、甲亢、肝病、各种自身免疫性疾病等内科疾病；\n遗传因素：部分荨麻疹的发生与遗传有关。\n4.诊断：\n医生在诊断荨麻疹时，主要参考的是临床特点，若出现迅速发生和消退且不留痕迹的风团，即可确诊为荨麻疹。\n但想要进一步确定病因则较为困难，通常医生需要先了解病史，再进行相应的检查，主要检查包括：\n实验室检查：可通过血常规、肝肾功能、免疫球蛋白等检查了解发病是否与感染或免疫性疾病有关。必要时可进行过敏原筛查，尽可能找到致病因。\n特异性诊断试验：包括划痕测试、光敏试验、冰块试验等，以了解病因及病情的严重程度。\n5.治疗：\n荨麻疹的治疗主要依靠去除病因，如果不能去除则可通过药物治疗来控制病情或治愈。常用药物有：\n抗组胺药物：适用于大多数荨麻疹患者，可在荨麻疹发作期间使用，能够有效地控制风团的发作。通常首选第二代抗组胺药，如氯雷他定、西替利嗪等。但有可能出现嗜睡、食欲减退、恶心、呕吐等不良反应。\n糖皮质激素：一般用于病情较为严重者、伴有喉头水肿者、抗组胺治疗无效时，常见药物有泼尼松、地塞米松等。但有可能出现体重增加、血糖和血压升高、消化道溃疡或出血等不良反应，因此要注意不能长期使用，用法用量需遵医嘱，否则可能导致病情复发甚至是加重。\n免疫抑制剂：一般用于自身免疫性荨麻疹，不推荐用于其他类型的荨麻疹。常见药物有环孢素、免疫球蛋白等，有可能出现脱发、肝损害等不良反应，需注意这些药物都要在医生的指导下使用。\n其他药物：如葡萄糖酸钙、维生素 C 等，常与抗组胺药物联合使用，能够降低血管壁的通透性，减轻过敏反应。\n一般来说，出现荨麻疹，症状不严重，如只有瘙痒症状、皮疹范围不大时，可以自行先使用抗组胺药物缓解症状。但如果症状加重、反复发作几个月，或药物不能缓解等情况时，建议及时去医院就诊。\n另外，根据荨麻疹急、慢性的区分，以及每个人不同的疾病情况，医生会采取不同的治疗方案，建议严格按照医生的指导用药，不要随意增减药量或停药。想了解更多关于急性荨麻疹和慢性荨麻疹的治疗问题，可以点击查看「急性荨麻疹」和「慢性荨麻疹」了解更多详情。\n6.生活：\n服药期间需避免驾驶车辆、操作机器或高空作业，以免药物的不良反应（如嗜睡等）影响患者的注意力，使患者处于危险；\n服药时避免饮酒或含酒精的饮料，以免药物与乙醇发生药物相互作用。\n7.预防：\n预防荨麻疹再发，寻找病因是关键，但荨麻疹可能的病因很多，食物、吸入物、冷热刺激、情绪激动、运动等等都有可能是诱因，大部分慢性荨麻疹患者很难找到直接的诱因。\n在寻找诱因方面，最好的办法是养成记患者日记的习惯，记录每天的食物、药物、接触过的物质，以及周围的环境变化。一旦发生荨麻疹，就可以根据记录查找可能的过敏原，如果两次以上接触同一种物质后都有发病，则高度怀疑该物质过敏，可以积极避免再次接触。\n8.就诊：\n推荐科室\n皮肤科\n复旦大学附属华山医院\n上海市乌鲁木齐中路12号、华山路433号、吴中东路518号、浦东新区红枫路525号、闵行区金光路958号、江苏路796号、宝山区陆翔路108号、同望路55号\n三级甲等\n中国医学科学院皮肤病医院\n江苏省南京市蒋王庙街12号\n三级甲等\n空军军医大学西京医院\n陕西省西安市新城区长乐西路127号\n三级甲等\n中南大学湘雅医院\n长沙市湘雅路87号\n三级甲等
急性荨麻疹与慢性荨麻疹有什么区别？,\n急性荨麻疹起病急，病程短，多于短期内痊愈。\n慢性荨麻疹持续超过 6 周，每周反复发作至少两次，常无法找到明确的病因。
